Frame,Tracking_ID,Position_X,Position_Y,Volume,Radius,Area,Length,Width,Orientation,Dry_Mass,Displacement,Speed,Instantaneous_Velocity_X,Instantaneous_Velocity_Y,Track_Length,mCherry_Integrated_Intensity,mCherry_Mean_Intensity,mCherry_SD_Intensity,mCherry_Maximum_Intensity,mCherry_Skewness
283,2607,280.8069763,532.2543335,2218.282959,22.6159668,1606.868164,65.60850525,33.61758041,22.75097656,554.5701904,28.1808033,0.001608830411,0.001127351192,0.001147786854,106.8774033,1858232.125,516.1761475,606.9146118,2875.071777,1.234986186
284,2607,280.6130676,531.1071777,2207.141113,22.50835609,1591.613037,65.12399292,32.79795074,25.01689911,551.784668,28.82172966,0.001291264081,-0.0002152149682,-0.001273202826,108.0408325,1902356.625,535.2711182,612.4927979,2837.781494,1.172511339
285,2607,278.6405945,529.6125488,2279.403809,23.28595352,1703.483643,72.45821381,36.41878891,29.05460358,569.8504028,31.24374771,0.002752820961,-0.002194074681,-0.00166254607,110.5156174,1902418.125,500.5038147,595.9347534,2753.510742,1.281833053
286,2607,274.8648376,527.5474854,2244.869385,24.00472069,1810.269043,80.18202972,37.24520111,32.47119141,561.2167969,35.54248428,0.004781758878,-0.004195285495,-0.002294515027,114.8191986,1926062.875,475.4533691,571.1190796,2822.05835,1.357951283
287,2607,272.8591919,527.1292725,2147.328613,24.39488411,1869.59436,78.50078583,33.16449356,29.47589493,536.831665,37.53079987,0.00227642688,-0.002228495199,-0.000464680983,116.8679886,1990355.375,474.1197205,561.5283203,3204.504883,1.372401237
288,2607,267.4644165,522.6370239,2482.737061,26.35119438,2181.476074,87.38354492,34.66454697,33.69006348,620.6835938,44.36400604,0.007800276857,-0.005994194653,-0.004991387483,123.888237,2162117,440.5291748,530.4302979,3376.911133,1.532531381
289,2607,266.2809448,521.8914795,2412.650146,25.78198624,2088.250488,86.29183197,33.89471436,31.75947952,603.1619263,45.75837326,0.001552417991,-0.00131350907,-0.0008274632855,125.2869644,2103703.5,447.5011902,516.7451172,3296.300537,1.437021255
220,2608,295.4593201,556.8440552,1580.350952,13.38381958,562.7428589,29.42350388,23.95542145,36.86989975,395.0873413,0,NaN,NaN,NaN,0,1761387.75,1437.866333,1147.789917,3906.416504,0.2980228364
221,2608,289.386322,558.8192139,1689.80957,20.42211723,1310.241699,46.67443466,33.83896255,39.80557251,422.4519653,6.386122227,0.007095691282,-0.006747775711,0.002194620669,6.386122227,1942795.75,657.6828613,590.7053223,2957.754395,1.59154284
222,2608,278.3452759,556.6497803,1695.580933,21.98695183,1518.727661,50.27204132,40.6695137,40.60129547,423.8948059,17.11514664,0.01250240207,-0.01226782892,-0.002410481684,17.63828468,2059303.875,609.6208496,700.3341675,4094.552734,1.994292736
223,2608,273.3566284,557.0521851,1690.918091,21.38990974,1437.36731,61.19047165,33.85004807,0,422.7290649,22.10367203,0.005560945719,-0.005542941391,0.0004471164139,22.64313507,2079658.25,653.5700073,824.0647583,4100.106934,1.924883962
224,2608,283.1875,555.822998,1930.906494,21.78975677,1491.607544,54.92827606,39.12867737,31.42956161,482.7261353,12.31422424,0.01100824215,0.01092319097,-0.001365763368,32.55055237,2241638.75,675.8025513,829.8638306,4350.754395,1.84423995
225,2608,284.5551758,555.2253418,1829.55896,21.59075737,1464.487427,49.8302803,38.27543259,33.69007111,457.3892517,11.02363777,0.001658398076,0.001519639743,-0.000664062507,34.04310989,2125339,648.9574585,815.052124,4242.355469,1.848914266
226,2608,283.399231,555.9085083,1817.307129,22.04821205,1527.202759,57.96541214,38.74450302,35.53767776,454.326355,12.09632206,0.001491922652,-0.001284383121,0.0007590738824,35.38584137,2148778,631.0654907,798.3547363,4201.805664,1.87337327
227,2608,286.2302246,556.215271,1980.377319,22.4363308,1581.442871,48.38592148,43.33068466,-33.69006729,495.0938721,9.250490189,0.003163961461,0.003145548515,0.000340847444,38.23340607,2145746.5,606.3133545,775.756958,4007.118164,1.906269193
228,2608,287.88797,558.677124,2000.598511,22.68742371,1617.038086,50.87579727,47.67605972,55.00798035,500.1491394,7.790088654,0.003297743388,0.001841939287,0.002735392191,41.20137787,2104797.75,584.1792603,781.2756958,3888.333984,1.877437711
229,2608,285.9179993,560.597229,1856.453125,22.07266998,1530.592651,56.50876617,42.27614594,58.24052048,464.112854,10.25295639,0.003056583228,-0.002188856248,0.002133450005,43.95230103,2124622.75,622.5082397,775.1968384,3460.639648,1.748891711
230,2608,286.5067444,562.4158325,1954.769775,23.04138374,1667.888428,62.83289337,43.2828598,65.22486115,488.6919861,10.54482365,0.002123920014,0.0006541612674,0.002020670567,45.86383057,2106674.75,566.4620972,748.3931885,3718.192383,1.830805659
231,2608,286.8419495,558.8181152,1708.826538,21.18715668,1410.24707,47.77931213,42.25899124,43.02507019,427.2062378,8.840587616,0.00401477702,0.0003724501003,-0.003997463733,49.47712708,2091693.375,665.7185669,795.9650879,5559.838867,1.595078588
232,2608,286.605011,560.4786987,1757.859619,21.25072479,1418.722168,52.25814438,39.8086319,23.62937927,439.464447,9.571281433,0.001863779966,-0.0002632649848,0.001845092745,51.15452957,2042912.5,646.4909058,769.8900146,3552.860596,1.528457999
233,2608,284.5807495,559.491394,1928.26062,22.15805817,1542.457764,50.55246353,43.69177246,56.30993652,482.0646667,11.19605732,0.002502444433,-0.002249179408,-0.00109700521,53.40673065,2106533.5,613.0773926,755.8822021,3532.088135,1.648704648
234,2608,285.5567017,560.6964722,1927.923218,22.48437309,1588.223022,58.70595169,41.28536606,22.38013458,481.9803467,10.62558079,0.001723009045,0.001084391261,0.001338975737,54.95743942,2114616.75,597.5195313,737.9787598,3407.453857,1.646296263
235,2608,284.7176819,561.9355469,1980.331909,22.79419136,1632.293213,58.65961456,42.70075226,6.340187073,495.0825195,11.88722324,0.001662684255,-0.0009322441765,0.001376749715,56.45385361,2097229,578.8648682,740.9833984,3218.680908,1.706797481
236,2608,284.1293335,561.0099487,1988.16272,23.20471764,1691.61853,53.61265945,45.86142731,60.25511932,497.0402222,12.07158947,0.001218623831,-0.0006537204608,-0.001028442406,57.55061722,2198648.25,582.7320557,712.3024292,3469.522217,1.736345649
237,2608,285.6998596,561.0026245,1745.387451,21.62821007,1469.572388,47.03143692,44.61957169,-41.42366791,436.3464661,10.60852337,0.001745047979,0.001745029003,-8.14E-06,59.1211586,2058970.875,630.2318115,751.6482544,3315.664307,1.542479992
238,2608,284.9247437,561.5197754,2021.345093,23.05308914,1669.583496,52.83740234,48.47898865,55.49147797,505.3358154,11.52560902,0.001035332447,-0.0008612399688,0.0005746120587,60.05295944,2152965,579.2208252,712.7431641,3147.368164,1.687854648
239,2608,286.1183472,561.5114746,1808.531738,21.91321182,1508.557739,46.44340515,42.34326172,23.62937927,452.1324768,10.44215393,0.001326258178,0.001326226164,-9.22E-06,61.24658966,2072400.125,611.3271484,731.3453979,3155.9104,1.537092686
240,2608,285.2402039,563.7362671,1963.979736,22.47237206,1586.528076,47.99216843,46.15304565,47.72631454,490.9944153,12.32610703,0.002657585777,-0.0009757147636,0.002471991582,63.63841629,2149600.25,605.1794434,724.8327637,3193.95166,1.624708295
241,2608,284.2496643,562.3440552,1901.164917,22.71119308,1620.428223,48.43403625,45.75389481,-17.10272598,475.290802,12.48624802,0.001898479764,-0.001100599533,-0.001546902116,65.3470459,2118082.75,583.494751,727.2556152,3098.600342,1.623856187
242,2608,284.118042,561.9047241,1972.302734,22.58015442,1601.783081,50.50422668,43.27152252,16.69924164,493.0752258,12.419137,0.0005095825181,-0.00014624701,-0.0004881456262,65.80567169,2119508.5,594.3665771,737.3602905,3610.364258,1.640259504
243,2608,283.1664429,561.7651367,1878.440063,22.24311829,1554.322876,46.1168251,44.6178093,61.69924164,469.6095276,13.24129391,0.001068647252,-0.001057332382,-0.0001550971065,66.76745605,2143268.5,616.2373657,742.3317261,3395.555176,1.59264791
244,2608,281.7556763,561.5609131,1901.643921,22.19455338,1547.542847,47.02064514,42.52301788,42.87890244,475.4105225,14.49270821,0.001583857462,-0.001567518455,-0.0002269151446,68.1929245,2138152.75,616.0054321,736.3157349,3190.849121,1.57515049
245,2608,283.9155579,561.3162231,1814.357056,21.90089798,1506.862549,44.46411133,44.05240631,-18.43494987,453.5887756,12.37977123,0.002415219555,0.002399868332,-0.0002718777105,70.36662292,2091214,620.5385742,756.5093384,3172.496094,1.563129067
246,2608,284.2717896,562.685791,1816.735596,21.99921799,1520.422607,46.64073181,42.23620987,25.01689911,454.1834717,12.62088394,0.001572376234,0.0003958129964,0.001521742088,71.78176117,2122200.25,620.8897705,731.8435059,3367.153076,1.538180351
247,2608,282.6744995,562.232666,1843.412354,22.01147652,1522.117554,47.02346802,41.28351212,47.29061127,460.8526611,13.87403202,0.001844798448,-0.001774766715,-0.0005034722271,73.44208527,2111726.75,619.8203125,729.1633301,3377.588135,1.502863407
248,2608,282.539093,563.0149536,1898.370483,22.49637032,1589.917969,44.94475555,44.68037415,-23.96249008,474.5921326,14.31824875,0.0008821332012,-0.0001504516549,0.000869208423,74.23600006,2107698.25,587.7579956,728.3968506,3345.370117,1.552312255
249,2608,282.2774963,563.2438965,1862.540649,22.21884918,1550.932861,46.57908249,41.9211731,26.56504822,465.6346741,14.65327454,0.0003862572194,-0.0002906629816,0.0002543809824,74.58363342,2064335.5,589.4744873,722.8838501,3212.319336,1.52289176
250,2608,282.9270935,563.175293,1940.859741,22.66362953,1613.648071,52.07699585,44.26544952,0,485.214447,14.04070091,0.0007257885882,0.0007217746461,-7.62E-05,75.23684692,2086595.25,578.0045166,723.8722534,3090.616943,1.558771253
251,2608,282.7236023,563.7076416,1860.368774,21.82686615,1496.692505,44.00443268,42.92324066,-85.23635101,465.0917358,14.46745777,0.0006332395133,-0.0002261013433,0.0005914985086,75.8067627,2107070.25,626.3596191,738.8841553,3086.5,1.455210328
252,2608,282.1731262,561.6697388,1792.149902,21.42771149,1442.452271,46.60891724,39.57851791,36.86989975,448.0370789,14.13542271,0.002345490037,-0.0006116401055,-0.00226433645,77.91770172,2058009.625,634.2105103,730.3831787,2998.783691,1.374522567
253,2608,281.9055786,562.1988525,1817.35022,21.75258255,1486.522583,46.44549942,41.66587448,61.38953781,454.3371277,14.57318687,0.0006587896496,-0.0002972751099,0.0005879041855,78.51061249,2094087,627.9105835,723.1271973,2917.767578,1.390795588
254,2608,281.8042297,563.3591309,1936.828735,22.4122715,1578.052979,47.18251038,42.90873718,23.19859314,484.2066956,15.12969589,0.001294106944,-0.000112609865,0.001289198175,79.67530823,2093900.125,589.3325195,711.8519287,2948.073486,1.46405673
255,2608,280.8558655,561.7915649,1881.612061,22.1336956,1539.067749,47.38438797,40.26560211,19.98310852,470.4025269,15.41877842,0.002035686979,-0.001053738059,-0.001741739921,81.5074234,2080631.375,600.8179932,731.1498413,3140.519043,1.429339051
256,2608,281.8530884,562.4283447,1874.054077,22.2552433,1556.017822,47.3370285,41.45188904,31.6075058,468.513031,14.70761108,0.001314657158,0.001108025433,0.0007075330941,82.69062042,2139517.25,611.2913818,724.8170166,3041.236816,1.429648876
257,2608,281.8639221,562.9318848,1983.30603,22.5323143,1595.003052,48.92962646,43.43917084,29.74488449,495.8259888,14.8961916,0.0005596184055,1.20E-05,0.0005594889517,83.1942749,2127425.25,593.5891724,726.8419189,3284.528076,1.480125546
258,2608,279.359314,562.7802124,2178.396729,23.63095093,1754.333862,50.07250977,47.74355698,63.43495178,544.5986938,17.15949249,0.002787996083,-0.002782898024,-0.0001685248426,85.70346832,2220964.5,564.2693481,712.7662354,3010.981934,1.568532825
259,2608,280.8369141,562.8887939,2019.938599,22.50835609,1591.613037,50.25482559,42.64801407,16.69924164,504.9841309,15.82256699,0.001646204735,0.001641777926,0.0001206461602,87.18505096,2122836,593.4677734,713.3599243,3132.61084,1.441027164
260,2608,281.1686401,562.9463501,2079.634521,22.44835091,1583.138062,48.17122269,41.66159821,0,519.9081421,15.53903294,0.0003740913235,0.0003685845295,6.40E-05,87.52173615,2175788.25,612.2085571,716.4694824,3283.844971,1.430161119
261,2608,281.5232849,563.8666992,2008.034058,22.15805817,1542.457764,46.86929703,42.96352386,0,502.0080261,15.60546684,0.001095904503,0.0003940497409,0.001022610115,88.50804901,2136774.75,619.1756592,734.3116455,3128.120117,1.410087347
262,2608,280.2272339,563.0029297,2174.90918,23.09985161,1676.363403,53.5610466,41.93376541,20.77225494,543.7268066,16.43009949,0.001728649018,-0.00143845845,-0.0009586787201,90.06556702,2137168,568.6972046,699.5872192,3252.31543,1.49498558
263,2608,279.7753906,563.7559204,2089.015869,22.6159668,1606.868164,46.16797256,44.9510231,83.29016113,522.253479,17.13941383,0.0009768138407,-0.0005026065046,0.0008375869947,90.94371796,2159267.75,599.2958374,701.8503418,3350.342529,1.422895074
264,2608,279.6873474,563.7755737,2003.386353,22.23098755,1552.627808,44.77503586,44.41394806,56.30993652,500.8460999,17.22791481,0.000100233432,-9.78E-05,2.18E-05,91.03392792,2096448.25,601.3910522,706.4476318,3158.864258,1.359750748
265,2608,280.0397339,563.5512695,1966.375366,21.690485,1478.047485,48.1538353,39.82223511,12.52880859,491.5933533,16.81518173,0.0004641314736,0.000391540525,-0.0002492268977,91.4516449,2111587.5,635.637207,733.7521973,3300.948486,1.295823216
266,2608,279.4041443,564.1641235,2118.484131,22.97102928,1657.718384,47.74355698,44.83236694,26.56504822,529.6204834,17.64517212,0.000979943783,-0.0007054268499,0.0006801931304,92.33457947,2185576.25,585.3171997,702.1324463,3293.94751,1.43847549
267,2608,280.5024109,564.2706299,2076.198975,22.24311829,1554.322876,45.56737137,44.26544952,0,519.0492554,16.69919586,0.001227384666,0.001221653656,0.000118472024,93.43799591,2062832.75,592.0864868,699.9933472,3227.880859,1.325028181
268,2608,280.5841675,563.2714844,1965.105225,21.51565933,1454.317383,45.14448929,40.54753113,5.19442749,491.2758179,16.20438194,0.001113872044,9.08E-05,-0.001110161655,94.44048309,2088608,638.9129639,729.5224609,2942.045898,1.248841524
269,2608,280.7011108,563.6903687,2062.377197,21.87624741,1503.472534,47.04870987,38.838871,14.03623962,515.593811,16.26888847,0.0004832244886,0.0001299370633,0.0004654269724,94.87538147,2092839.625,621.7576904,720.6905518,2983.940674,1.266866565
270,2608,280.3638306,563.5316772,2194.848877,22.32785606,1566.187866,45.56737137,42.96352386,0,548.7116699,16.51054573,0.0004141642421,-0.0003747558512,-0.0001763237815,95.2481308,2173702.75,621.2354736,711.6709595,5031.187012,1.349082351
271,2608,279.0697937,562.6367798,2032.864624,21.49056625,1450.927368,45.56737137,37.75582504,0,508.2156372,17.38310242,0.001746206195,-0.001436222927,-0.0009932268877,96.82146454,2127667,655.272583,729.855835,3025.088135,1.218267202
272,2608,279.6483459,563.1517334,1984.526855,21.65314102,1472.962524,46.95059967,39.76991653,8.130104065,496.1312561,17.02274132,0.0008605911862,0.0006428358029,0.0005721706548,97.59599304,2177308.5,659.1928101,735.5496216,3276.327148,1.24113059
273,2608,279.8554077,563.8361206,2057.374268,21.52819252,1456.012329,45.56737137,37.75582504,0,514.3430786,17.09886169,0.00079447194,0.0002300686319,0.0007604302373,98.3110199,2091906.125,641.8856201,731.6622925,3373.729248,1.217139006
274,2608,279.7854004,563.2229614,1968.779907,21.04663086,1391.602051,44.14443588,41.40099716,-16.69924355,492.1944885,16.9222393,0.0006864769384,-7.79E-05,-0.000682045822,98.92816162,2174788.5,701.0917969,747.4850464,3381.874512,1.147135377
275,2608,278.6857605,564.2028198,2286.64502,22.5323143,1595.003052,47.30656052,42.5052948,12.52880859,571.6606445,18.31676102,0.001636516303,-0.001221822109,0.001088731573,100.4010239,2219312.75,622.0048218,722.8607178,3387.500244,1.304555535
276,2608,278.8820496,564.1134033,2201.471924,22.1336956,1539.067749,47.1815567,40.48867035,14.74356079,550.3674316,18.10108566,0.0002393960749,0.0002178568975,-9.92E-05,100.6167221,2180797,635.9827881,721.5345459,3425.028076,1.248240352
277,2608,279.7223511,564.2348633,2268.310303,22.60403824,1605.173218,46.41519165,42.06044769,11.76828766,567.0770874,17.38609314,0.0009444207535,0.0009347068844,0.0001351056271,101.4657593,2198649,610.9061279,705.8535156,3438.010254,1.329972506
278,2608,278.6451721,564.6224365,2230.360107,22.23098755,1552.627808,45.92600632,43.55653763,15.52410889,557.5894775,18.52616501,0.001271980815,-0.001196865458,0.0004306369228,102.6105423,2167437.25,621.7536011,723.5280762,3309.897949,1.268040776
279,2608,278.4326782,564.1491089,2210.067627,21.71534348,1481.4375,47.4329071,40.25771332,14.6208725,552.5163574,18.52755547,0.00057648652,-0.0002361043298,-0.0005259196041,103.1293793,2184759.75,657.6647949,728.024231,3473.008301,1.198417425
280,2608,278.5811768,563.5764771,2259.391846,22.07266998,1530.592651,44.26544952,41.66159821,0,564.8473511,18.1713295,0.0006573037244,0.0001649983751,-0.0006362575805,103.7209473,2235589.25,651.5869141,720.5584106,3487.795898,1.249684572
281,2608,279.5385742,564.1922607,2387.902832,22.67552948,1615.34314,47.3907814,41.31045151,15.94539642,596.9751587,17.53471565,0.00126481324,0.001063774922,0.0006842041039,104.8592834,2182022.25,600.7767944,697.25177,3106.099854,1.313557267
282,2608,278.8578796,564.8947144,2631.576416,24.4501133,1878.069458,50.15747452,49.67848206,86.98721313,657.8934326,18.45050049,0.001085632015,-0.000755487883,0.0007796377758,105.8374405,2288822.25,546.2591553,681.7797241,3218.72998,1.516799212
283,2608,279.6713867,565.4256592,2611.577148,24.00472069,1810.269043,49.78286743,46.45317841,3.576332092,652.8936157,17.96949577,0.001080578659,0.0009049021755,0.0005905948929,106.808876,2254647.5,555.4683228,698.4816284,3335.290039,1.477217793
284,2608,279.2552795,564.8232422,2702.558594,24.60409546,1901.799561,50.77507401,49.47314835,0,675.6390381,18.06206894,0.0008126030443,-0.0004618281673,-0.0006686093402,107.5410309,2347356,551.8009033,693.277771,3215.124023,1.524739623
285,2608,278.7749634,564.5374146,2702.108398,24.49420929,1884.849487,51.60830307,50.98337555,-16.26020622,675.5264282,18.37268448,0.0006217224291,-0.0005342782824,-0.000317939528,108.0999603,2325175.5,552.8220825,696.378418,3246.707275,1.511219859
286,2608,277.3603821,564.5003052,2552.743652,23.76754761,1774.673828,51.37714005,46.88787079,-16.69924355,638.1853638,19.65171051,0.00157229777,-0.00157175702,-4.12E-05,109.5150299,2310930,578.8905029,701.1183472,3136.87793,1.465020061
287,2608,278.7158813,565.7456665,2712.410645,24.93085861,1952.64978,66.99635315,43.17543793,19.65382385,678.1020508,18.96263313,0.002045260509,0.001506110304,0.001383734867,111.3557663,2399739.5,546.7610474,704.1663818,3294.171875,1.600478768
288,2608,277.9310303,564.7905884,2573.548584,23.59667778,1749.248901,52.78513336,41.4522934,6.709838867,643.3865356,19.24547577,0.001373544335,-0.0008720567566,-0.001061197952,112.5919571,2374897,603.5317383,742.5465088,3297.369141,1.450469375
289,2608,278.5811768,563.5031738,2456.187012,22.88867569,1645.853271,51.40174866,40.10466385,12.52880859,614.0461426,18.14429855,0.001600737451,0.0007215832011,-0.001428872929,114.0342178,2298719.5,620.7738647,746.7997437,3246.739258,1.379567027
228,2789,328.5857544,498.4203186,1505.957153,12.82805824,516.9776001,28.58635521,21.24511337,70.01689148,376.4889221,0,NaN,NaN,NaN,0,1877194.625,1679.065552,1343.168701,5582.866699,0.5136256814
229,2789,333.3435669,494.978363,1527.591797,17.6746273,981.4099121,54.12964249,27.57547569,78.69006348,381.8975525,5.872293949,0.006524770986,0.005286458414,-0.003824395128,5.872293949,1828917.125,857.4383545,787.7658081,4361.199219,1.693743348
230,2789,335.1283569,494.2095947,1421.335205,16.74991798,881.40448,37.67378235,29.95490646,67.61986542,355.3334656,7.780478477,0.002159240888,0.001983100083,-0.0008541870047,7.815610886,1821485,934.5739746,1015.774902,4842.727051,1.663976908
231,2789,338.7321472,495.4393616,1564.755859,18.77014351,1106.840576,52.97100449,30.11779594,-54.46232224,391.1885681,10.57522583,0.004230931401,0.004004211631,0.00136640761,11.62344933,1921943.5,788.9748535,944.2651367,5598.239746,1.710747361
232,2789,335.1477356,498.303894,1615.512695,19.33648872,1174.640991,46.83487701,36.57796478,79.99201965,403.8777771,6.56301403,0.005098239053,-0.003982679453,0.003182813758,16.21186447,1969544.375,762.2081909,914.9505615,4718.751953,1.732963443
233,2789,332.9994812,498.8251953,1635.369263,19.76424789,1227.186279,57.41005707,36.17874908,88.36342621,408.8419189,4.432257652,0.002456222195,-0.002386949258,0.0005792236188,18.42246437,1985930,743.7939453,901.9262695,4555.96875,1.718023777
234,2789,332.9046936,502.4396362,1580.917969,19.37829781,1179.725952,49.47314835,33.32928085,-53.13010025,395.2290649,5.899843216,0.004017426167,-0.0001053195519,0.004016045481,22.03814697,1931677.5,736.9997559,889.3930664,4010.915039,1.616010785
235,2789,332.0854797,502.4326477,1486.223511,18.75576591,1105.145508,45.67593384,34.21286392,-61.69924545,371.5555115,5.324177265,0.0009102707263,-0.0009102376061,-7.77E-06,22.85739136,1859762.75,762.1983643,909.4973755,4389.499512,1.492849946
236,2789,331.7619324,502.2358093,1445.314941,18.62586594,1089.890503,43.07014847,35.16218567,77.47119141,361.3283997,4.964481354,0.0004207991296,-0.0003594970622,-0.000218709305,23.23611069,1867020.875,773.7348022,887.4702759,4090.774414,1.432658553
237,2789,331.2208252,501.1575928,1480.106934,19.11196518,1147.520752,47.96593094,32.85601807,69.77513885,370.0263672,3.79950881,0.001340419985,-0.0006012301892,-0.001198018435,24.44248772,1890781.75,745.5764771,879.4505615,3901.071533,1.506860733
238,2789,331.8781128,502.3095398,1444.265869,18.91332054,1123.790649,47.68024063,32.83937073,75.96375275,361.0661316,5.095651627,0.001473640325,0.0007303195307,0.001279941178,25.7687645,1795900.5,719.5114746,873.2759399,3840.15918,1.430147171
239,2789,331.7947693,503.0137939,1446.794556,18.21581268,1042.430298,42.96352386,31.24619865,90,361.6982727,5.603373528,0.0007879650802,-9.26E-05,0.0007825046196,26.47793388,1798579.875,777.9330444,873.5091553,3725.031982,1.260089636
240,2789,330.5188904,504.4202576,1724.964355,19.54463959,1200.06604,43.28010559,41.26036453,-12.80426598,431.2406616,6.303672314,0.002109943191,-0.001417643274,0.001562737394,28.37688255,1943310.625,732.7719727,826.7008057,3572.586426,1.435426831
241,2789,329.6562805,503.9284363,1565.296143,19.84597397,1237.356201,46.32316208,45.71364594,-20.55604553,391.3236694,5.61118412,0.001103296992,-0.0009584553773,-0.0005464680726,29.36985016,1880823,689.4511719,841.0928345,4287.53418,1.499030232
242,2789,330.1810913,504.422821,1484.763916,18.68371201,1096.670532,44.74220276,34.95484543,-47.29061127,371.1906433,6.210888386,0.0008011123864,0.0005831231247,0.0005493164063,30.09085083,1853165.25,763.8760376,847.864624,3682.012451,1.244944215
243,2789,326.9541931,503.2426758,1496.765869,18.74137688,1103.450562,46.90252304,36.277668,72.8972702,374.1911011,5.090886116,0.003817700082,-0.003585442435,-0.001311272499,33.52677917,1838779.625,755.145752,836.7107544,3712.822754,1.234509706
244,2789,327.9031677,503.7989502,1514.095581,18.69814491,1098.365479,41.80472946,36.44813538,79.69515228,378.5235596,5.421771049,0.001222219202,0.001054416178,0.000618082704,34.62677765,1832492.875,753.1824951,826.2340088,3597.73877,1.204663873
245,2789,328.4639587,502.6406555,1383.439697,18.40733147,1064.465454,43.65120316,37.95174408,78.11134338,345.8595581,4.222094059,0.001429898199,0.0006231011357,-0.001286994084,35.91368484,1819313.875,777.4850464,839.0992432,3835.604004,1.196670651
246,2789,329.3807678,503.2183838,1711.683716,19.98144341,1254.306274,47.58897781,40.52829361,77.47119141,427.9205017,4.863483906,0.001204061438,0.00101867679,0.0006419203128,36.99734116,1898059.5,685.9631958,817.5181274,3858.604492,1.442379117
247,2789,328.3320007,502.7785645,1571.191895,19.65475082,1213.626221,46.86929321,39.78682709,73.73979187,392.7975464,4.365626812,0.001263618818,-0.001165296766,-0.0004886881798,38.13459778,1907221.75,712.9801636,812.093689,3767.571289,1.352602839
248,2789,328.5875549,503.5838318,1555.005493,19.39221573,1181.421021,40.34189606,36.76729965,78.69006348,388.750946,5.16351366,0.0009387169266,0.0002839491062,0.0008947415045,38.9794426,1908848.875,728.2913818,820.8704834,3729.545898,1.303035975
249,2789,327.7709351,502.3560181,1581.781616,19.77789307,1228.881226,45.3338356,40.57229614,72.25532532,395.4449768,4.019161701,0.001638425398,-0.0009073553956,-0.001364237512,40.45402527,1899746.875,694.3515625,802.5615845,3762.977539,1.376719236
250,2789,330.0458679,502.4042358,1732.932373,20.58002281,1330.581787,41.61854935,41.61854553,78.69006348,433.2326355,4.243056297,0.002528270939,0.002527703065,5.36E-05,42.7294693,1883676,637.8858032,784.9869385,3702.424316,1.444152117
251,2789,329.8806152,501.1832886,1802.66394,20.7886982,1357.701904,44.44384384,43.91263962,72.18110657,450.6655579,3.051338673,0.001368977595,-0.0001836141018,-0.001356608118,43.96155167,1976502.625,654.4707031,791.2461548,3599.306396,1.46693325
252,2789,328.5841675,502.2532654,1696.278198,20.26298141,1289.901489,47.30654907,45.04712677,77.47119141,424.0691223,3.832947016,0.001867733547,-0.001440497465,0.001188863069,45.64250946,1838105.125,648.3625488,795.7911377,3572.979004,1.418706536
253,2789,330.040741,502.7007751,1415.754639,18.98450279,1132.265747,39.78615952,38.838871,14.03623962,353.938324,4.520983696,0.001693076454,0.001618415001,0.0004972330644,47.16627884,1764216.625,703.4360962,795.3185425,3542.64917,1.210891724
254,2789,328.4725952,503.0725708,1639.264648,19.81876945,1233.966187,46.75446701,38.53782654,67.83365631,409.8157959,4.653628349,0.00179068686,-0.001742384164,0.0004131062888,48.77789688,1854352.125,682.500061,783.1980591,3706.938965,1.317539692
255,2789,330.313324,504.5148926,1389.5896,18.98450279,1132.265747,41.66159821,32.54812241,90,347.3970337,6.334692478,0.002598331543,0.002045254223,0.001602579723,51.11639404,1693011.125,679.9248047,790.6524048,3573.003418,1.138474464
256,2789,330.3981628,504.0255737,1433.22876,19.12607574,1149.21582,41.96198273,33.23955154,-84.80557251,358.3068542,5.890985489,0.0005517990212,9.43E-05,-0.000543687609,51.61301422,1702198.625,668.5782471,777.4606323,3681.233887,1.16478157
257,2789,329.4934387,505.1422729,1471.137329,19.46164513,1189.895996,42.43346786,38.19011688,84.80557251,367.7839661,6.782960892,0.001596888527,-0.001005248982,0.001240776852,53.05021286,1765864.875,668.8862915,760.2935181,3477.418457,1.195795298
258,2789,329.0947571,505.3984985,1376.200806,19.09784508,1145.825806,41.66159821,32.54812241,90,344.0498657,6.99671936,0.0005265759537,-0.0004429795954,0.0002846950956,53.52413177,1793798,702.6234741,769.3826904,4114.187012,1.166977406
259,2789,328.5193176,506.2786865,1618.611816,19.43390274,1186.505981,41.66159821,33.85004807,90,404.6525574,7.858648777,0.001168443821,-0.0006393771619,0.0009779866086,54.57573318,1802535.75,682.2622681,751.2144165,3441.45874,1.1644243
260,2789,327.3525391,505.693634,1508.988159,18.7269783,1101.755615,42.37009048,31.3376255,81.02737427,377.2467041,7.377122402,0.001450269716,-0.001296420582,-0.0006500583258,55.88097382,1696602.125,692.4907837,745.8853149,3313.786621,1.105899692
261,2789,326.9461975,508.1114807,1580.147095,19.46164513,1189.895996,53.85704422,29.93969727,82.40535736,395.036377,9.828874588,0.002724170685,-0.0004514906032,0.002686496358,58.33272934,1669260.375,641.7770996,731.2780762,3467.114258,1.171248555
262,2789,328.0112,508.1956787,1460.087036,18.40733147,1064.465454,46.21412277,29.64332008,81.86989594,365.0213623,9.792230606,0.001185710891,0.001182022737,9.34E-05,59.40105438,1719600.25,731.4326782,740.6448364,3319.200684,0.9524921775
